Furniture Name	Y/N	Quality	Crafting Station	Category	Mat1	Q1	MatPrice1	Mat2	Q2	MatPrice2	Mat3	Q3	MatPrice3	Mat4	Q4	MatPrice4	Mat5	Q5	MatPrice5	Mat6	Q6	MatPrice6	Rarity Bonus	Total	Rounded Total
Redguard Carriage, Merchant		Superior	Woodworking	Courtyard	Heartwood	10	1200	Regulus	8	100	Alchemical Resin	5	30	Starmetal	10	15	Turpen	6	30				2000	15280	16000
Redguard Carriage, Practical		Fine	Woodworking	Courtyard	Heartwood	6	1200	Regulus	4	100	Starmetal	5	15	Pitch	9	100							1000	9575	10000
Redguard Cart, Practical		Fine	Woodworking	Courtyard	Heartwood	7	1200	Regulus	4	100	Starmetal	5	15	Pitch	9	100							1000	10775	11000
Redguard Cart, Work		Fine	Woodworking	Courtyard	Heartwood	6	1200	Regulus	4	100	Starmetal	5	15	Pitch	9	100							1000	9575	10000
Redguard Cask, Sealed		Superior	Woodworking	Workshop	Heartwood	7	1200	Alchemical Resin	5	30	Decorative Wax	5	750	Starmetal	10	15	Turpen	6	30				2000	14630	15000
Redguard Cauldron, Clawfoot		Superior	Blacksmithing	Undercroft	Regulus	8	100	Decorative Wax	5	750	Starmetal	10	15	Dwarven Oil	6	22							2000	6832	7000
Redguard Censer, Hanging Bell		Epic	Blacksmithing	Undercroft	Regulus	12	100	Starmetal	15	15	Grain Solvent	3	700	Mundane Rune	8	1200	Alchemical Resin	8	30				5000	18365	19000
Redguard Censer, Hanging Bulb		Epic	Blacksmithing	Undercroft	Regulus	12	100	Starmetal	15	15	Grain Solvent	3	700	Mundane Rune	8	1200	Decorative Wax	8	750				5000	24125	25000
Redguard Censer, Hanging Disc		Epic	Blacksmithing	Undercroft	Regulus	12	100	Starmetal	15	15	Grain Solvent	3	700	Mundane Rune	8	1200	Alchemical Resin	6	30	Decorative Wax	6	750	5000	22805	23000
Redguard Censer, Hanging Horn		Epic	Blacksmithing	Undercroft	Regulus	12	100	Starmetal	15	15	Grain Solvent	3	700	Mundane Rune	8	1200	Decorative Wax	8	750				5000	24125	25000
Redguard Chair, Backless		Fine	Woodworking	Dining	Heartwood	5	1200	Starmetal	5	15	Pitch	9	100										1000	7975	8000
Redguard Chair, Slatted		Fine	Woodworking	Dining	Heartwood	4	1200	Starmetal	5	15	Pitch	9	100										1000	6775	7000
Redguard Chair, Starry		Epic	Clothing	Dining	Bast	11	30	Mundane Rune	6	1200	Heartwood	9	1200	Starmetal	15	15	Ruby	14	10	Elegant Lining	3	300	5000	24595	25000
Redguard Chalice, Empty		Epic	Blacksmithing	Hearth	Regulus	12	100	Mundane Rune	8	1200	Alchemical Resin	8	30	Starmetal	15	15	Grain Solvent	3	700				5000	18365	19000
Redguard Chalice, Full		Epic	Blacksmithing	Hearth	Regulus	12	100	Mundane Rune	8	1200	Decorative Wax	8	750	Starmetal	15	15	Grain Solvent	3	700				5000	24125	25000
Redguard Chandelier, Dark		Epic	Blacksmithing	Lighting	Regulus	12	100	Mundane Rune	10	1200	Alchemical Resin	6	30	Starmetal	15	15	Grain Solvent	3	700				5000	20705	21000
Redguard Chandelier, Grated		Epic	Blacksmithing	Lighting	Regulus	12	100	Mundane Rune	8	1200	Decorative Wax	8	750	Starmetal	15	15	Grain Solvent	3	700				5000	24125	25000
Redguard Chandelier, Polished		Epic	Blacksmithing	Lighting	Regulus	13	100	Mundane Rune	9	1200	Alchemical Resin	8	30	Starmetal	15	15	Rakeipa	18	140	Grain Solvent	3	700	5000	22185	23000
Redguard Chandelier, Polished Grated		Epic	Blacksmithing	Lighting	Regulus	12	100	Mundane Rune	8	1200	Alchemical Resin	8	30	Starmetal	15	15	Grain Solvent	3	700				5000	18365	19000
Redguard Couch, Bolted		Fine	Woodworking	Parlor	Heartwood	6	1200	Starmetal	5	15	Pitch	9	100										1000	9175	10000
Redguard Couch, Padded		Superior	Clothing	Parlor	Bast	8	30	Heartwood	6	1200	Starmetal	10	15	Embroidery	6	21							2000	9716	10000
Redguard Couch, Slatted		Epic	Clothing	Parlor	Bast	11	30	Regulus	6	100	Heartwood	9	1200	Starmetal	15	15	Ruby	14	10	Elegant Lining	3	300	5000	17995	18000
Redguard Counter, Bar Island		Epic	Woodworking	Dining	Heartwood	12	1200	Mundane Rune	7	1200	Alchemical Resin	6	30	Decorative Wax	7	750	Starmetal	15	15	Mastic	3	1500	5000	37955	38000
Redguard Counter, Block Island		Epic	Woodworking	Dining	Heartwood	12	1200	Mundane Rune	7	1200	Alchemical Resin	6	30	Decorative Wax	7	750	Starmetal	15	15	Mastic	3	1500	5000	37955	38000
Redguard Counter, Cabinet		Superior	Woodworking	Dining	Heartwood	8	1200	Regulus	5	100	Starmetal	10	15	Turpen	6	30							2000	12430	13000
Redguard Counter, Corner		Superior	Woodworking	Dining	Heartwood	8	1200	Regulus	5	100	Starmetal	10	15	Turpen	6	30							2000	12430	13000
Redguard Counter, Grill		Epic	Woodworking	Dining	Heartwood	13	1200	Regulus	7	100	Mundane Rune	7	1200	Decorative Wax	7	750	Starmetal	15	15	Mastic	3	1500	5000	39675	40000
Redguard Cup, Empty		Fine	Blacksmithing	Hearth	Regulus	4	100	Starmetal	5	15	Honing Stone	9	16										1000	1619	2000
Redguard Cup, Full		Fine	Provisioning	Hearth	Decorative Wax	4	750	Regulus	4	100	Starmetal	5	15	Flour	20	60							1000	5675	6000
Redguard Cupboard, Lattice		Superior	Woodworking	Hearth	Alchemical Resin	5	30	Regulus	5	100	Heartwood	8	1200	Starmetal	10	15							2000	12400	13000
Redguard Cupboard, Sturdy		Epic	Woodworking	Hearth	Heartwood	9	1200	Mundane Rune	7	1200	Decorative Wax	6	750	Starmetal	15	15	Mastic	3	1500				5000	33425	34000
Redguard Curtain, Desert Rose		Fine	Clothing	Parlor	Bast	6	30	Starmetal	5	15	Ruby	8	10	Hemming	9	15							1000	1470	2000
Redguard Curtain, Smoky		Fine	Clothing	Parlor	Bast	5	30	Starmetal	5	15	Ruby	6	10	Hemming	9	15							1000	1420	2000
Redguard Decanter, Delicate		Epic	Alchemy	Hearth	Alchemical Resin	10	30	Regulus	7	100	Mundane Rune	7	1200	Starmetal	15	15							5000	14625	15000
Redguard Decanter, Glass		Epic	Alchemy	Hearth	Alchemical Resin	10	30	Regulus	7	100	Decorative Wax	7	750	Starmetal	15	15							5000	11475	12000
Redguard Desk, Bolted		Epic	Woodworking	Library	Heartwood	11	1200	Starmetal	15	15	Regulus	8	100	Alchemical Resin	7	30	Mastic	3	1500				5000	23935	24000
Redguard Desk, Florid		Superior	Woodworking	Library	Heartwood	6	1200	Mundane Rune	4	1200	Starmetal	10	15	Turpen	6	30							2000	14330	15000
Redguard Desk, Sturdy		Fine	Woodworking	Library	Heartwood	7	1200	Regulus	4	100	Starmetal	5	15	Pitch	9	100							1000	10775	11000
Redguard Divider, Florid		Superior	Woodworking	Suite	Heartwood	10	1200	Regulus	6	100	Starmetal	10	15	Turpen	6	30							2000	14930	15000
Redguard Divider, Lattice		Epic	Woodworking	Suite	Heartwood	12	1200	Regulus	8	100	Mundane Rune	8	1200	Starmetal	15	15	Mastic	3	1500				5000	34525	35000
Redguard Enclosure, Arc		Epic	Enchanting	Dining	Mundane Rune	12	1200	Regulus	6	100	Alchemical Resin	6	30	Decorative Wax	6	750	Starmetal	15	15	Rekuta	3	70	5000	25115	26000
Redguard End Table, Inlaid		Superior	Woodworking	Parlor	Heartwood	10	1200	Regulus	6	100	Mundane Rune	6	1200	Alchemical Resin	6	30	Starmetal	10	15	Turpen	6	30	2000	22310	23000
Redguard End Table, Oasis		Superior	Woodworking	Parlor	Heartwood	9	1200	Regulus	5	100	Mundane Rune	5	1200	Starmetal	10	15	Turpen	6	30				2000	19630	20000
Redguard End Table, Tea		Epic	Woodworking	Parlor	Heartwood	10	1200	Mundane Rune	7	1200	Alchemical Resin	7	30	Starmetal	15	15	Mastic	3	1500				5000	30335	31000
Redguard Firepit, Stone		Epic	Enchanting	Lighting	Mundane Rune	13	1200	Alchemical Resin	9	30	Heartwood	8	1200	Starmetal	15	15	Rakeipa	18	140	Rekuta	3	70	5000	33425	34000
Redguard Footlocker, Braced		Superior	Woodworking	Suite	Heartwood	10	1200	Regulus	7	100	Starmetal	10	15	Turpen	6	30							2000	15030	16000
Redguard Footstool, Starry		Epic	Clothing	Workshop	Bast	11	30	Mundane Rune	7	1200	Heartwood	8	1200	Starmetal	15	15	Elegant Lining	3	300				5000	24455	25000
Redguard Goblet, Empty		Superior	Blacksmithing	Hearth	Regulus	8	100	Alchemical Resin	5	30	Starmetal	10	15	Dwarven Oil	6	22							2000	3232	4000
Redguard Goblet, Full		Superior	Blacksmithing	Hearth	Regulus	8	100	Alchemical Resin	4	30	Decorative Wax	5	750	Starmetal	10	15	Dwarven Oil	6	22				2000	6952	7000
Redguard Hourglass of Desert Sands		Epic	Alchemy	Parlor	Alchemical Resin	11	30	Regulus	8	100	Heartwood	7	1200	Starmetal	15	15							5000	14755	15000
Redguard Jar, Baroque		Epic	Enchanting	Hearth	Mundane Rune	12	1200	Regulus	8	100	Decorative Wax	8	750	Starmetal	15	15	Rekuta	3	70				5000	26635	27000
Redguard Jar, Oasis		Epic	Enchanting	Hearth	Mundane Rune	11	1200	Regulus	7	100	Decorative Wax	8	750	Starmetal	15	15	Rekuta	3	70				5000	25335	26000
Redguard Kabobs, Plate		Superior	Provisioning	Hearth	Decorative Wax	8	750	Starmetal	10	15	Red Meat	10	10	Regulus	5	100	Alchemical Resin	4	30	Bervez Juice	3	150	2000	9320	10000
Redguard Kabobs, Wax		Fine	Provisioning	Hearth	Decorative Wax	3	750	Starmetal	5	15	Red Meat	2	10	Flour	20	60							1000	4545	5000
Redguard Keg, Hefty		Superior	Woodworking	Hearth	Heartwood	7	1200	Bast	5	30	Alchemical Resin	5	30	Starmetal	10	15	Turpen	6	30				2000	11030	12000
Redguard Lamp, Caged		Epic	Alchemy	Lighting	Alchemical Resin	11	30	Regulus	9	100	Starmetal	15	15	Decorative Wax	6	750							5000	10955	11000
Redguard Lantern, Caged		Epic	Alchemy	Lighting	Alchemical Resin	11	30	Regulus	6	100	Starmetal	15	15	Rakeipa	8	140	Mundane Rune	9	1200				5000	18075	19000
Redguard Lantern, Caged Stand		Epic	Alchemy	Lighting	Alchemical Resin	11	30	Regulus	8	100	Decorative Wax	7	750	Starmetal	15	15							5000	11605	12000
Redguard Lantern, Cannister		Epic	Alchemy	Lighting	Alchemical Resin	11	30	Regulus	9	100	Mundane Rune	6	1200	Starmetal	15	15	Rakeipa	14	140				5000	15615	16000
Redguard Lantern, Delicate		Epic	Alchemy	Lighting	Alchemical Resin	11	30	Regulus	8	100	Mundane Rune	7	1200	Starmetal	15	15							5000	14755	15000
Redguard Mat, Desert		Epic	Clothing	Parlor	Bast	10	30	Alchemical Resin	6	30	Decorative Wax	8	750	Starmetal	15	15	Elegant Lining	3	300				5000	12605	13000
Redguard Mat, Desert Sun		Epic	Clothing	Parlor	Bast	11	30	Starmetal	15	15	Ruby	14	10	Mundane Rune	7	1200	Alchemical Resin	8	30	Elegant Lining	3	300	5000	15235	16000
Redguard Mat, Meditation		Epic	Clothing	Parlor	Bast	11	30	Starmetal	15	15	Ruby	14	10	Mundane Rune	7	1200	Alchemical Resin	8	30	Elegant Lining	3	300	5000	15235	16000
Redguard Mat, Mirage		Epic	Clothing	Parlor	Bast	11	30	Mundane Rune	7	1200	Alchemical Resin	8	30	Starmetal	15	15	Elegant Lining	3	300				5000	15095	16000
Redguard Mat, Starburst		Epic	Clothing	Parlor	Bast	10	30	Alchemical Resin	7	30	Decorative Wax	7	750	Starmetal	15	15	Elegant Lining	3	300				5000	11885	12000
Redguard Mat, Sunrise		Epic	Clothing	Parlor	Bast	10	30	Starmetal	15	15	Ruby	12	10	Alchemical Resin	8	30	Decorative Wax	6	750	Elegant Lining	3	300	5000	11285	12000
Redguard Mat, Sunset		Superior	Clothing	Parlor	Bast	9	30	Alchemical Resin	5	30	Starmetal	10	15	Ruby	12	10	Embroidery	6	21				2000	2816	3000
Redguard Mug, Empty		Superior	Blacksmithing	Hearth	Regulus	8	100	Mundane Rune	5	1200	Starmetal	10	15	Dwarven Oil	6	22							2000	9082	10000
Redguard Mug, Full		Superior	Blacksmithing	Hearth	Regulus	8	100	Mundane Rune	5	1200	Decorative Wax	4	750	Starmetal	10	15	Dwarven Oil	6	22				2000	12082	13000
Redguard Nightstand, Bolted		Epic	Woodworking	Suite	Heartwood	12	1200	Regulus	8	100	Mundane Rune	8	1200	Starmetal	15	15	Mastic	3	1500				5000	34525	35000
Redguard Nightstand, Florid		Superior	Woodworking	Suite	Heartwood	9	1200	Regulus	7	100	Starmetal	10	15	Turpen	6	30							2000	13830	14000
Redguard Nightstand, Sturdy		Fine	Woodworking	Suite	Heartwood	5	1200	Starmetal	5	15	Pitch	9	100										1000	7975	8000
Redguard Pillow Roll, Desert Flame		Epic	Clothing	Suite	Bast	10	30	Alchemical Resin	8	30	Decorative Wax	6	750	Starmetal	15	15	Ruby	12	10	Elegant Lining	3	300	5000	11285	12000
Redguard Pillow Roll, Oasis		Epic	Clothing	Suite	Bast	13	30	Alchemical Resin	9	30	Decorative Wax	8	750	Starmetal	15	15	Sapphire	18	6	Elegant Lining	3	300	5000	12893	13000
Redguard Pillow, Florid Flames		Epic	Clothing	Suite	Bast	9	30	Alchemical Resin	6	30	Decorative Wax	7	750	Starmetal	15	15	Sapphire	10	6	Elegant Lining	3	300	5000	11885	12000
Redguard Pillow, Florid Oasis		Epic	Clothing	Suite	Bast	12	30	Alchemical Resin	8	30	Decorative Wax	8	750	Starmetal	15	15	Sapphire	16	6	Elegant Lining	3	300	5000	12821	13000
Redguard Pillow, Florid Sunset		Epic	Clothing	Suite	Bast	9	30	Alchemical Resin	7	30	Decorative Wax	6	750	Starmetal	15	15	Elegant Lining	3	300				5000	11105	12000
Redguard Pillow, Lattice Flames		Epic	Clothing	Suite	Bast	10	30	Alchemical Resin	7	30	Decorative Wax	7	750	Starmetal	15	15	Sapphire	12	6	Elegant Lining	3	300	5000	11957	12000
Redguard Pillow, Oasis		Epic	Clothing	Suite	Bast	10	30	Alchemical Resin	7	30	Decorative Wax	7	750	Starmetal	15	15	Elegant Lining	3	300				5000	11885	12000
Redguard Pillow, Sunset		Epic	Clothing	Suite	Bast	10	30	Alchemical Resin	7	30	Decorative Wax	7	750	Starmetal	15	15	Elegant Lining	3	300				5000	11885	12000
Redguard Pot, Capped		Fine	Provisioning	Hearth	Decorative Wax	5	750	Regulus	3	100	Starmetal	5	15	Flour	20	60							1000	6325	7000
Redguard Pot, Ceramic		Fine	Provisioning	Hearth	Decorative Wax	5	750	Starmetal	5	15	Flour	20	60										1000	6025	7000
Redguard Pot, Hanging Brushed		Fine	Blacksmithing	Hearth	Regulus	4	100	Starmetal	5	15	Honing Stone	9	16										1000	1619	2000
Redguard Pot, Hanging Garish		Epic	Blacksmithing	Hearth	Regulus	12	100	Mundane Rune	7	1200	Alchemical Resin	7	30	Decorative Wax	6	750	Starmetal	15	15	Grain Solvent	3	700	5000	21635	22000
Redguard Pot, Hanging Mosaic		Epic	Provisioning	Hearth	Decorative Wax	10	750	Regulus	7	100	Alchemical Resin	6	30	Starmetal	15	15	Frost Mirriam	3	70				5000	13815	14000
Redguard Pot, Lacquered		Superior	Provisioning	Hearth	Decorative Wax	7	750	Regulus	5	100	Starmetal	10	15	Bervez Juice	3	150							2000	8350	9000
Redguard Pot, Mosaic		Epic	Provisioning	Hearth	Decorative Wax	9	750	Regulus	7	100	Alchemical Resin	6	30	Starmetal	15	15	Frost Mirriam	3	70				5000	13065	14000
Redguard Pot, Sealed		Fine	Provisioning	Hearth	Decorative Wax	5	750	Regulus	3	100	Starmetal	5	15	Flour	20	60							1000	6325	7000
Redguard Rack, Barrel		Fine	Woodworking	Hearth	Heartwood	6	1200	Regulus	3	100	Starmetal	5	15	Pitch	9	100							1000	9475	10000
Redguard Runner, Oasis		Epic	Clothing	Parlor	Bast	10	30	Alchemical Resin	7	30	Decorative Wax	7	750	Starmetal	15	15	Elegant Lining	3	300				5000	11885	12000
Redguard Runner, Sun		Superior	Clothing	Parlor	Bast	10	30	Alchemical Resin	5	30	Decorative Wax	5	750	Starmetal	10	15	Embroidery	6	21				2000	6476	7000
Redguard Satchel, Heavy		Epic	Clothing	Parlor	Bast	8	30	Regulus	4	100	Alchemical Resin	5	30	Starmetal	15	15	Elegant Lining	3	300				5000	6915	7000
Redguard Sconce, Polished		Superior	Blacksmithing	Lighting	Regulus	8	100	Decorative Wax	5	750	Starmetal	10	15	Dwarven Oil	6	22							2000	6832	7000
Redguard Shelf, Arched		Superior	Woodworking	Library	Heartwood	7	1200	Regulus	5	100	Starmetal	10	15	Turpen	6	30							2000	11230	12000
Redguard Shelf, Barrel		Superior	Blacksmithing	Library	Regulus	8	100	Bast	5	30	Heartwood	5	1200	Starmetal	10	15	Dwarven Oil	6	22				2000	9232	10000
Redguard Shelf, Bolted		Epic	Woodworking	Library	Heartwood	9	1200	Regulus	6	100	Bast	6	30	Starmetal	15	15	Mastic	3	1500				5000	21305	22000
Redguard Shelf, Sturdy		Fine	Woodworking	Library	Heartwood	5	1200	Starmetal	5	15	Pitch	9	100										1000	7975	8000
Redguard Slices, Wax		Epic	Provisioning	Hearth	Decorative Wax	9	750	Starmetal	15	15	Red Meat	10	10	Regulus	7	100	Mundane Rune	7	1200	Frost Mirriam	3	70	5000	21385	22000
Redguard Sofa, Desert Flame		Superior	Clothing	Parlor	Bast	9	30	Heartwood	6	1200	Starmetal	10	15	Embroidery	6	21							2000	9746	10000
Redguard Spittoon, Gilded		Epic	Blacksmithing	Hearth	Regulus	8	100	Decorative Wax	5	750	Starmetal	15	15	Grain Solvent	3	700							5000	11875	12000
Redguard Stool, Block		Fine	Woodworking	Workshop	Heartwood	4	1200	Starmetal	5	15	Pitch	9	100										1000	6775	7000
Redguard Stool, Padded		Superior	Woodworking	Workshop	Heartwood	9	1200	Bast	6	30	Starmetal	10	15	Ruby	12	10	Turpen	6	30				2000	13430	14000
Redguard Stool, Starry		Epic	Clothing	Workshop	Bast	10	30	Mundane Rune	6	1200	Heartwood	8	1200	Starmetal	15	15	Elegant Lining	3	300				5000	23225	24000
Redguard Stool, Sturdy		Fine	Woodworking	Workshop	Heartwood	6	1200	Starmetal	5	15	Pitch	9	100										1000	9175	10000
Redguard Streetlamp, Single		Fine	Blacksmithing	Lighting	Regulus	7	100	Heartwood	5	1200	Starmetal	5	15	Honing Stone	9	16							1000	7919	8000
Redguard Streetlamps, Full		Epic	Blacksmithing	Lighting	Regulus	12	100	Mundane Rune	9	1200	Heartwood	7	1200	Starmetal	15	15	Grain Solvent	3	700				5000	27725	28000
Redguard Streetlamps, Paired		Superior	Blacksmithing	Lighting	Regulus	9	100	Alchemical Resin	5	30	Starmetal	10	15	Dwarven Oil	6	22							2000	3332	4000
Redguard Streetlamps, Triple		Superior	Blacksmithing	Lighting	Regulus	10	100	Alchemical Resin	6	30	Starmetal	10	15	Dwarven Oil	6	22							2000	3462	4000
Redguard Table, Formal		Epic	Woodworking	Dining	Heartwood	10	1200	Regulus	6	100	Bast	8	30	Starmetal	15	15	Mastic	3	1500				5000	22565	23000
Redguard Table, Game		Epic	Woodworking	Dining	Heartwood	11	1200	Starmetal	15	15	Mastic	3	1500	Mundane Rune	8	1200	Alchemical Resin	7	30				5000	32735	33000
Redguard Table, Grand Inlaid		Epic	Woodworking	Dining	Heartwood	10	1200	Regulus	6	100	Mundane Rune	8	1200	Starmetal	15	15	Mastic	3	1500				5000	31925	32000
Redguard Table, Grand Oasis		Superior	Woodworking	Dining	Heartwood	9	1200	Mundane Rune	5	1200	Starmetal	10	15	Turpen	6	30							2000	19130	20000
Redguard Table, Inlaid		Superior	Woodworking	Dining	Heartwood	11	1200	Mundane Rune	9	1200	Decorative Wax	7	750	Starmetal	10	15	Turpen	6	30				2000	31580	32000
Redguard Table, Oasis		Superior	Woodworking	Dining	Heartwood	9	1200	Mundane Rune	6	1200	Starmetal	10	15	Turpen	6	30							2000	20330	21000
Redguard Table, Sturdy		Fine	Woodworking	Dining	Heartwood	7	1200	Regulus	3	100	Starmetal	5	15	Pitch	9	100							1000	10675	11000
Redguard Tankard, Empty		Superior	Blacksmithing	Hearth	Regulus	8	100	Decorative Wax	5	750	Starmetal	10	15	Dwarven Oil	6	22							2000	6832	7000
Redguard Tankard, Full		Superior	Blacksmithing	Hearth	Regulus	8	100	Mundane Rune	4	1200	Decorative Wax	5	750	Starmetal	10	15	Dwarven Oil	6	22				2000	11632	12000
Redguard Tapestry, Lattice		Superior	Clothing	Parlor	Bast	10	30	Regulus	5	100	Decorative Wax	5	750	Starmetal	10	15	Embroidery	6	21				2000	6826	7000
Redguard Tapestry, Oasis		Epic	Clothing	Parlor	Bast	12	30	Regulus	7	100	Alchemical Resin	9	30	Starmetal	15	15	Elegant Lining	3	300				5000	7455	8000
Redguard Tapestry, Starry		Epic	Clothing	Parlor	Bast	11	30	Alchemical Resin	8	30	Heartwood	7	1200	Starmetal	15	15	Elegant Lining	3	300				5000	15095	16000
Redguard Tent, Scaled Flames		Superior	Clothing	Structures	Bast	9	30	Heartwood	6	1200	Starmetal	10	15	Ruby	12	10	Embroidery	6	21				2000	9866	10000
Redguard Tent, Starry		Superior	Clothing	Structures	Bast	13	30	Alchemical Resin	8	30	Heartwood	9	1200	Starmetal	10	15	Sapphire	18	6	Embroidery	6	21	2000	13814	14000
Redguard Throw Pillow, Desert Flame		Epic	Clothing	Suite	Bast	9	30	Mundane Rune	7	1200	Alchemical Resin	6	30	Starmetal	15	15	Ruby	10	10	Elegant Lining	3	300	5000	15075	16000
Redguard Throw Pillow, Oasis		Epic	Clothing	Suite	Bast	11	30	Alchemical Resin	7	30	Decorative Wax	8	750	Starmetal	15	15	Sapphire	14	6	Elegant Lining	3	300	5000	12749	13000
Redguard Trunk, Bolted		Superior	Woodworking	Suite	Heartwood	9	1200	Regulus	6	100	Starmetal	10	15	Turpen	6	30							2000	13730	14000
Redguard Trunk, Heavy		Fine	Woodworking	Suite	Heartwood	5	1200	Starmetal	5	15	Pitch	9	100										1000	7975	8000
Redguard Tuffet, Flames		Superior	Clothing	Workshop	Bast	8	30	Mundane Rune	5	1200	Starmetal	10	15	Ruby	10	10	Embroidery	6	21				2000	8616	9000
Redguard Tuffet, Oasis		Epic	Clothing	Workshop	Bast	9	30	Mundane Rune	6	1200	Alchemical Resin	7	30	Starmetal	15	15	Ruby	10	10	Elegant Lining	3	300	5000	13905	14000
Redguard Urn, Lacquered		Fine	Provisioning	Undercroft	Decorative Wax	5	750	Regulus	3	100	Starmetal	5	15	Flour	20	60							1000	6325	7000
Redguard Urn, Mural		Superior	Provisioning	Undercroft	Decorative Wax	9	750	Mundane Rune	7	1200	Alchemical Resin	6	30	Starmetal	10	15	Bervez Juice	3	150				2000	17930	18000
Redguard Urn, Star		Superior	Blacksmithing	Undercroft	Regulus	11	100	Mundane Rune	6	1200	Starmetal	10	15	Dwarven Oil	6	22							2000	10582	11000
Redguard Vanity, Bolted		Epic	Alchemy	Suite	Alchemical Resin	11	30	Regulus	6	100	Heartwood	9	1200	Starmetal	15	15							5000	16955	17000
Redguard Vanity, Florid		Superior	Alchemy	Suite	Alchemical Resin	8	30	Regulus	6	100	Heartwood	5	1200	Starmetal	10	15							2000	8990	9000
Redguard Vase, Baroque		Epic	Enchanting	Parlor	Mundane Rune	13	1200	Regulus	8	100	Alchemical Resin	9	30	Starmetal	15	15	Rekuta	3	70				5000	22105	23000
Redguard Vase, Lacquered		Superior	Provisioning	Parlor	Decorative Wax	6	750	Regulus	4	100	Starmetal	10	15	Bervez Juice	3	150							2000	7500	8000
Redguard Vessel, Lacquered		Fine	Provisioning	Parlor	Decorative Wax	5	750	Starmetal	5	15	Flour	20	60										1000	6025	7000
Redguard Vial, Stained Glass		Epic	Alchemy	Hearth	Alchemical Resin	10	30	Regulus	7	100	Decorative Wax	7	750	Starmetal	15	15							5000	11475	12000
Redguard Wagon, Merchant		Fine	Woodworking	Courtyard	Heartwood	6	1200	Regulus	4	100	Starmetal	5	15	Pitch	9	100							1000	9575	10000
Redguard Wardrobe, Braced		Epic	Woodworking	Suite	Heartwood	12	1200	Regulus	8	100	Mundane Rune	8	1200	Starmetal	15	15	Mastic	3	1500				5000	34525	35000
Redguard Wardrobe, Inlaid		Superior	Woodworking	Suite	Alchemical Resin	5	30	Heartwood	8	1200	Starmetal	10	15	Turpen	6	30							2000	12080	13000
Redguard Wardrobe, Sturdy		Epic	Woodworking	Suite	Heartwood	12	1200	Mundane Rune	7	1200	Alchemical Resin	9	30	Starmetal	15	15	Mastic	3	1500				5000	32795	33000
Redguard Well, Arched		Superior	Enchanting	Courtyard	Mundane Rune	9	1200	Regulus	5	100	Heartwood	7	1200	Starmetal	10	15	Denata	6	8				2000	21898	22000
Redguard Well, Covered		Fine	Enchanting	Courtyard	Mundane Rune	7	1200	Heartwood	3	1200	Starmetal	5	15	Jejota	9	2							1000	13093	14000
Redguard Wine Rack, Inlaid		Superior	Woodworking	Hearth	Heartwood	9	1200	Starmetal	10	15	Turpen	6	30										2000	13130	14000
Redguard Wine Rack, Sturdy		Superior	Woodworking	Hearth	Heartwood	9	1200	Regulus	6	100	Starmetal	10	15	Turpen	6	30							2000	13730	14000
Redoran Amphora, Sealed Marble		Epic	Enchanting	Hearth	Mundane Rune	12	1200	Regulus	9	100	Decorative Wax	7	750	Obsidian	16	15	Rekuta	3	70				5000	26000	26000
Redoran Armchair, Fungal Cushion		Epic	Clothing	Dining	Bast	12	30	Decorative Wax	7	750	Heartwood	9	1200	Obsidian	16	15	Elegant Lining	3	300				5000	22550	23000
Redoran Armchair, Sanded		Epic	Woodworking	Dining	Heartwood	12	1200	Alchemical Resin	8	30	Decorative Wax	8	750	Obsidian	16	15	Mastic	3	1500				5000	30380	31000
Redoran Bed, Canopy		Epic	Clothing	Suite	Bast	12	30	Alchemical Resin	6	30	Decorative Wax	6	750	Heartwood	8	1200	Obsidian	16	15	Elegant Lining	3	300	5000	20780	21000
Redoran Bed, Double Pillow		Superior	Clothing	Suite	Bast	8	30	Heartwood	5	1200	Obsidian	10	15	Embroidery	6	21							2000	8516	9000
Redoran Bed, Single		Fine	Clothing	Suite	Bast	6	30	Heartwood	3	1200	Obsidian	8	15	Hemming	9	15							1000	5035	6000
Redoran Bed, Single Pillow		Superior	Clothing	Suite	Bast	9	30	Heartwood	6	1200	Obsidian	12	15	Embroidery	6	21							2000	9776	10000
Redoran Bench, Fungal Cushion		Epic	Clothing	Dining	Bast	11	30	Alchemical Resin	6	30	Heartwood	9	1200	Obsidian	14	15	Elegant Lining	3	300				5000	17420	18000
Redoran Bench, Sanded		Superior	Woodworking	Dining	Heartwood	8	1200	Alchemical Resin	6	30	Obsidian	10	15	Turpen	6	30							2000	12110	13000
Redoran Bowl, Empty		Superior	Provisioning	Hearth	Decorative Wax	7	750	Heartwood	5	1200	Obsidian	8	15	Bervez Juice	3	150							2000	13820	14000
Redoran Bowl, Saltrice Mash		Superior	Provisioning	Hearth	Decorative Wax	8	750	Heartwood	6	1200	Obsidian	10	15	Bervez Juice	3	150							2000	15800	16000
Redoran Carpet, Volcanic Ash		Superior	Clothing	Parlor	Bast	9	30	Alchemical Resin	6	30	Obsidian	12	15	Embroidery	6	21							2000	2756	3000
Redoran Carpet, Volcanic Sands		Fine	Clothing	Parlor	Bast	6	30	Obsidian	8	15	Hemming	9	15										1000	1435	2000
Redoran Chair, Sanded		Superior	Woodworking	Dining	Heartwood	8	1200	Decorative Wax	6	750	Obsidian	10	15	Turpen	6	30							2000	16430	17000
