Name	Quality	Category	Resin	Wax	Ochre	Rune	Wood	Regulus	Bast	Pelt	Patch	Mat Sum
Redguard Tapestry, Starry	Epic	Parlor	8.0				7.0		11.0		Homestead	26.0
Redguard Tent, Scaled Flames	Superior	Structures					6.0		9.0		Homestead	15.0
Redguard Tent, Starry	Superior	Structures	8.0				9.0		13.0		Homestead	30.0
Redguard Throw Pillow, Desert Flame	Epic	Suite	6.0			7.0			9.0		Dragon Bones	22.0
Redguard Throw Pillow, Oasis	Epic	Suite	7.0	8.0					11.0		Homestead	26.0
Redguard Trunk, Bolted	Superior	Suite					9.0	6.0			Homestead	15.0
Redguard Trunk, Heavy	Fine	Suite					5.0				Homestead	5.0
Redguard Tuffet, Flames	Superior	Workshop				5.0			8.0		Homestead	13.0
Redguard Tuffet, Oasis	Epic	Workshop	7.0			6.0			9.0		Homestead	22.0
Redguard Urn, Lacquered	Fine	Undercroft		5.0				3.0			Homestead	8.0
Redguard Urn, Mural	Superior	Undercroft	6.0	9.0		7.0					Homestead	22.0
Redguard Urn, Star	Superior	Undercroft				6.0		11.0			Homestead	17.0
Redguard Vanity, Bolted	Epic	Suite	11.0				9.0	6.0			Homestead	26.0
Redguard Vanity, Florid	Superior	Suite	8.0				5.0	6.0			Homestead	19.0
Redguard Vase, Baroque	Epic	Parlor	9.0			13.0		8.0			Homestead	30.0
Redguard Vase, Lacquered	Superior	Parlor		6.0				4.0			Homestead	10.0
Redguard Vessel, Lacquered	Fine	Parlor		5.0							Homestead	5.0
Redguard Vial, Stained Glass	Epic	Hearth	10.0	7.0				7.0			Homestead	24.0
Redguard Wagon, Merchant	Fine	Courtyard					6.0	4.0			Homestead	10.0
Redguard Wardrobe, Braced	Epic	Suite				8.0	12.0	8.0			Homestead	28.0
Redguard Wardrobe, Inlaid	Superior	Suite	5.0				8.0				Homestead	13.0
Redguard Wardrobe, Sturdy	Epic	Suite	9.0			7.0	12.0				Homestead	28.0
Redguard Well, Arched	Superior	Courtyard				9.0	7.0	5.0			Homestead	21.0
Redguard Well, Covered	Fine	Courtyard				7.0	3.0				Homestead	10.0
Redguard Wine Rack, Inlaid	Superior	Hearth					9.0				Homestead	9.0
Redguard Wine Rack, Sturdy	Superior	Hearth					9.0	6.0			Homestead	15.0
Redoran Amphora, Sealed Marble	Epic	Hearth		7.0		12.0		9.0			Morrowind / Clockwork	28.0
Redoran Armchair, Fungal Cushion	Epic	Dining		7.0			9.0		12.0		Morrowind / Clockwork	28.0
Redoran Armchair, Sanded	Epic	Dining	8.0	8.0			12.0				Morrowind / Clockwork	28.0
Redoran Bed, Canopy	Epic	Suite	6.0	6.0			8.0		12.0		Morrowind / Clockwork	32.0
Redoran Bed, Double Pillow	Superior	Suite					5.0		8.0		Morrowind / Clockwork	13.0
Redoran Bed, Single	Fine	Suite					3.0		6.0		Morrowind / Clockwork	9.0
Redoran Bed, Single Pillow	Superior	Suite					6.0		9.0		Morrowind / Clockwork	15.0
Redoran Bench, Fungal Cushion	Epic	Dining	6.0				9.0		11.0		Morrowind / Clockwork	26.0
Redoran Bench, Sanded	Superior	Dining	6.0				8.0				Morrowind / Clockwork	14.0
Redoran Bowl, Empty	Superior	Hearth		7.0			5.0				Morrowind / Clockwork	12.0
Redoran Bowl, Saltrice Mash	Superior	Hearth		8.0			6.0				Morrowind / Clockwork	14.0
Redoran Carpet, Volcanic Ash	Superior	Parlor	6.0						9.0		Morrowind / Clockwork	15.0
Redoran Carpet, Volcanic Sands	Fine	Parlor							6.0		Morrowind / Clockwork	6.0
Redoran Chair, Sanded	Superior	Dining		6.0			8.0				Morrowind / Clockwork	14.0
Redoran Cup, Empty	Epic	Hearth		10.0		10.0	5.0				Morrowind / Clockwork	25.0
Redoran Cup, Mazte	Epic	Hearth		10.0		10.0	6.0				Morrowind / Clockwork	26.0
Redoran End Table, Sanded	Superior	Parlor		5.0			8.0				Morrowind / Clockwork	13.0
Redoran Fork, Wooden	Superior	Hearth		5.0			8.0				Morrowind / Clockwork	13.0
Redoran Incense Holder, Ceramic Pan	Superior	Undercroft	9.0					7.0			Morrowind / Clockwork	16.0
Redoran Incense Holder, Curved	Fine	Undercroft					5.0				Morrowind / Clockwork	5.0
Redoran Incense Holder, Mesh	Epic	Undercroft	5.0			7.0	11.0	7.0			Morrowind / Clockwork	30.0
Redoran Incense Pot, Beastly	Epic	Hearth	7.0	6.0		6.0		11.0			Morrowind / Clockwork	30.0
Redoran Jar, Jazbay	Superior	Hearth		6.0		9.0					Morrowind / Clockwork	15.0
Redoran Knife, Wooden	Superior	Hearth		5.0			8.0				Morrowind / Clockwork	13.0
Redoran Mantle Cloth, Crimson Cover	Epic	Miscellaneous	8.0			7.0			11.0		Morrowind / Clockwork	26.0
Redoran Mantle Cloth, Crimson Coverlet	Superior	Miscellaneous				6.0			8.0		Morrowind / Clockwork	14.0
Redoran Plate, Floral	Epic	Hearth	7.0			8.0		11.0			Morrowind / Clockwork	26.0
Redoran Plate, Meal	Epic	Hearth		8.0		8.0		12.0			Morrowind / Clockwork	28.0
Redoran Settee, Fungal Cushion	Epic	Parlor	6.0				9.0		11.0		Morrowind / Clockwork	26.0
Redoran Settee, Sanded	Superior	Parlor	6.0				8.0				Morrowind / Clockwork	14.0
Redoran Sideboard, Display	Superior	Parlor		5.0			8.0				Morrowind / Clockwork	13.0
Redoran Spoon, Wooden	Superior	Hearth		5.0			8.0				Morrowind / Clockwork	13.0
Redoran Steamer, Iron	Epic	Hearth	8.0			8.0		12.0			Morrowind / Clockwork	28.0
Redoran Stool, Fungal Cushion	Epic	Workshop		7.0			8.0		11.0		Morrowind / Clockwork	26.0
Redoran Stool, Sanded	Fine	Workshop					6.0				Morrowind / Clockwork	6.0
Redoran Table Runner, Gilded Ochre	Epic	Parlor	8.0			8.0			12.0		Morrowind / Clockwork	28.0
Redoran Table, Formal Floral	Epic	Dining		8.0		8.0	12.0				Morrowind / Clockwork	28.0
Redoran Table, Formal Turtle	Epic	Dining		8.0		8.0	12.0				Morrowind / Clockwork	28.0
Redoran Table, Kitchen	Superior	Dining		6.0			9.0				Morrowind / Clockwork	15.0
Redoran Tray, Floral	Epic	Hearth	8.0			8.0		12.0			Morrowind / Clockwork	28.0
Redoran Trestle, Corridor	Superior	Dining		6.0			9.0				Morrowind / Clockwork	15.0
Redoran Urn, Dusky Marble	Epic	Undercroft	8.0			12.0		8.0			Morrowind / Clockwork	28.0
Redoran Urn, Imprinted Clay	Fine	Undercroft				5.0					Morrowind / Clockwork	5.0
Redoran Urn, Pale Marble	Epic	Undercroft		6.0		11.0		9.0			Morrowind / Clockwork	26.0
Relic Vault, Impenetrable	Legendary	Workshop		12.0	10.0	13.0		15.0			Wolfhunter	50.0
Ritual Fetish, Hircine	Superior	Undercroft		5.0	5.0		10.0		5.0		Wolfhunter	25.0
Ritual Stone, Hircine	Superior	Undercroft		7.0		10.0					Wolfhunter	17.0
Rough Bag, Burlap	Standard	Hearth							2.0		Homestead	2.0
Rough Bedroll, Basic	Standard	Suite							1.0		Homestead	1.0
Rough Bowl, Common	Standard	Hearth						1.0			Homestead	1.0
Rough Box, Boarded	Standard	Workshop					2.0				Homestead	2.0
Rough Container, Cargo	Standard	Workshop					2.0				Homestead	2.0
Rough Crate, Bolted	Standard	Workshop					2.0				Homestead	2.0
Rough Crate, Reinforced	Standard	Workshop					3.0				Homestead	3.0
Rough Cup, Empty	Standard	Hearth						1.0			Homestead	1.0
Rough Hatchet, Practical	Standard	Workshop						1.0			Homestead	1.0
Rough Knife, Butcher	Standard	Hearth						1.0			Homestead	1.0
Rough Platform, Stage	Standard	Structures					3.0				Homestead	3.0
Rough Stretcher, Military	Standard	Suite					1.0		2.0		Homestead	3.0
Sacrificial Altar, Hircine	Epic	Undercroft		8.0		13.0				9.0	Wolfhunter	30.0
Scrimshaw Jewelry Box, Floral	Epic	Parlor		9.0	9.0	9.0					Summerset	27.0
Scrimshaw Jewelry Box, Verdant Oval	Epic	Parlor		7.0	9.0	7.0		8.0			Summerset	31.0
Scrimshaw Jewelry Box, Vineyard	Epic	Parlor		7.0	9.0	9.0		6.0			Summerset	31.0
Scrimshaw, Ancient Vessel	Epic	Parlor		8.0	9.0	8.0		6.0			Summerset	31.0
Scrimshaw, Octopus	Epic	Parlor		9.0	9.0	7.0		6.0			Summerset	31.0
Scrimshaw, Sea Monster	Superior	Parlor			7.0	5.0		6.0			Summerset	18.0
Scrimshaw, Ship	Superior	Parlor		5.0	7.0			5.0			Summerset	17.0
Silver Kettle, Masterworked	Legendary	Hearth	12.0	9.0	10.0			15.0			Elsweyr	46.0
Simple Blue Banner	Fine	Parlor							4.0		Homestead	4.0
Solitude Archway, Stone	Superior	Structures				9.0		6.0			Stonethorn	15.0
Solitude Armchair, High-Backed Noble	Epic	Dining		8.0	6.0		13.0				Greymoor	27.0
Solitude Armchair, Noble	Epic	Dining		8.0	6.0		13.0				Greymoor	27.0
Solitude Armchair, Ornate	Epic	Dining		8.0	6.0		13.0				Greymoor	27.0
Solitude Armchair, Ornate Low	Epic	Dining		8.0	6.0		13.0				Greymoor	27.0
Solitude Armchair, Wicker	Superior	Dining					9.0		6.0		Greymoor	15.0
Solitude Armchair, Wood	Fine	Dining					5.0				Greymoor	5.0
Solitude Backpack, Basket	Superior	Hearth					9.0		6.0		Greymoor	15.0
Solitude Barstool, Wicker	Superior	Workshop					9.0		6.0		Greymoor	15.0
Solitude Barstool, Wood	Fine	Workshop					5.0				Greymoor	5.0
Solitude Basket, Centerpiece	Superior	Hearth					9.0		6.0		Greymoor	15.0
Solitude Basket, Ornate	Superior	Hearth					9.0		6.0		Greymoor	15.0
Solitude Basket, Wicker Handles	Superior	Hearth					9.0		6.0		Greymoor	15.0
Solitude Basket, Wicker Wide	Superior	Hearth					9.0		6.0		Greymoor	15.0
Solitude Bed, Noble Double	Epic	Suite			6.0		10.0			13.0	Greymoor	29.0
Solitude Bed, Noble Single	Epic	Suite			6.0		10.0			13.0	Greymoor	29.0
Solitude Bed, Rustic Bearskin Double	Superior	Suite					6.0			9.0	Greymoor	15.0
Solitude Bed, Rustic Bearskin Single	Superior	Suite					6.0			9.0	Greymoor	15.0
Solitude Bed, Rustic Cowhide Double	Superior	Suite					6.0			9.0	Greymoor	15.0
Solitude Bed, Rustic Cowhide Single	Superior	Suite					6.0			9.0	Greymoor	15.0
Solitude Bench, Polished	Superior	Dining		5.0			9.0				Greymoor	14.0
Solitude Bench, Rustic	Fine	Dining					5.0				Greymoor	5.0
Solitude Bench, Rustic Long	Fine	Dining					5.0				Greymoor	5.0
Solitude Bench, Sturdy	Fine	Dining					5.0				Greymoor	5.0
Solitude Bench, Sturdy Long	Fine	Dining					5.0				Greymoor	5.0
Solitude Bookcase, Backless	Epic	Library	7.0	8.0			13.0				Greymoor	28.0
Solitude Bookcase, Backless Filled	Epic	Library		6.0			13.0			10.0	Greymoor	29.0
Solitude Bookcase, Narrow Backless	Superior	Library	5.0	5.0			10.0				Greymoor	20.0
Solitude Bookcase, Narrow Noble	Superior	Library		5.0	4.0		10.0				Greymoor	19.0
Solitude Bookcase, Narrow Noble Filled	Epic	Library		6.0			13.0			10.0	Greymoor	29.0
Solitude Bookcase, Narrow Rustic	Fine	Library					5.0				Greymoor	5.0
Solitude Bookcase, Narrow Rustic Filled	Superior	Library					9.0			6.0	Greymoor	15.0
Solitude Bookcase, Noble	Epic	Library		8.0	6.0		13.0				Greymoor	27.0
Solitude Bookcase, Noble Cabinet	Epic	Library		8.0	6.0		13.0				Greymoor	27.0
Solitude Bookcase, Noble Cabinet Filled	Epic	Library		6.0			13.0			10.0	Greymoor	29.0
Solitude Bookcase, Noble Filled	Epic	Library		6.0			13.0			10.0	Greymoor	29.0
Solitude Bookcase, Rustic	Fine	Library					5.0				Greymoor	5.0
Solitude Bookcase, Rustic Cabinet	Fine	Library					5.0				Greymoor	5.0
Solitude Bookcase, Rustic Filled	Superior	Library					9.0			6.0	Greymoor	15.0
Solitude Bowl, Berries	Superior	Hearth		7.0			6.0				Greymoor	13.0
Solitude Bowl, Mushrooms	Superior	Hearth		7.0			6.0				Greymoor	13.0
Solitude Bowl, Winter Onions	Epic	Hearth	7.0	10.0			10.0				Greymoor	27.0
Solitude Bread, Floral Pattern	Superior	Hearth		7.0	5.0						Greymoor	12.0
Solitude Bread, Long	Superior	Hearth	6.0	7.0							Greymoor	13.0
Solitude Bread, Partial Loaf	Fine	Hearth		4.0							Greymoor	4.0
Solitude Bread, Rustic Loaf	Superior	Hearth	6.0	7.0							Greymoor	13.0
Solitude Bread, Rustic Sliced	Fine	Hearth		4.0							Greymoor	4.0
Solitude Breakfast, Eggs and Ham	Superior	Hearth	5.0	8.0				5.0			Greymoor	18.0
Solitude Breakfast, Full	Superior	Hearth	5.0	8.0				5.0			Greymoor	18.0
Solitude Breakfast, Sausages and Ham	Superior	Hearth	5.0	8.0				5.0			Greymoor	18.0
Solitude Bucket, Empty	Fine	Workshop					5.0	4.0			Greymoor	9.0
Solitude Cabinet, Narrow Noble	Superior	Library		5.0	4.0		10.0				Greymoor	19.0
Solitude Cabinet, Narrow Noble Filled	Epic	Library		6.0			13.0			10.0	Greymoor	29.0
Solitude Bookcase, Narrow Open Filled	Epic	Library		6.0			13.0			10.0	Greymoor	29.0
Solitude Cabinet, Ornate Wall	Superior	Hearth		5.0	4.0		10.0				Greymoor	19.0
Solitude Cabinet, Rustic Filled	Superior	Library					9.0			6.0	Greymoor	15.0
Solitude Camping Pot, Fish Stew	Superior	Hearth	5.0	8.0				5.0			Greymoor	18.0
Solitude Candlestick, Horn	Fine	Lighting		4.0				4.0			Greymoor	8.0
Solitude Carpet, Grand Wolf's-Head Border	Epic	Parlor	9.0	6.0					13.0		Greymoor	28.0
Solitude Carpet, Inset Square	Fine	Parlor							5.0		Greymoor	5.0
Solitude Carpet, Large Plain	Fine	Parlor							5.0		Greymoor	5.0
Solitude Carpet, Plush	Epic	Parlor	9.0	6.0					13.0		Greymoor	28.0
Solitude Carpet, Plush Worn	Fine	Parlor							5.0		Greymoor	5.0
Solitude Carpet, Small Plush	Superior	Parlor	6.0						9.0		Greymoor	15.0
Solitude Carpet, Wolf's-Head Border	Epic	Parlor	9.0	6.0					13.0		Greymoor	28.0
Solitude Cart, Work	Superior	Suite					9.0	6.0			Stonethorn	15.0
Solitude Cauldron, Flat-Bottomed	Superior	Hearth	6.0					9.0			Greymoor	15.0
Solitude Cauldron, Hanging	Fine	Hearth	4.0					5.0			Greymoor	9.0
Solitude Cauldron, Metal Empty	Fine	Hearth	4.0					5.0			Greymoor	9.0
Solitude Censer, Pagoda	Epic	Undercroft	7.0		9.0			10.0			Greymoor	26.0
Solitude Censer, Wolf-Head	Epic	Undercroft	7.0		9.0			10.0			Greymoor	26.0
Solitude Chair, Wicker	Superior	Dining					9.0		6.0		Greymoor	15.0
Solitude Chair, Wood	Fine	Dining					5.0				Greymoor	5.0
Solitude Chandelier, Horns	Superior	Lighting		5.0				9.0			Greymoor	14.0
Solitude Chandelier, Steel	Epic	Lighting		6.0	7.0			13.0			Greymoor	26.0
Solitude Chest of Drawers, Noble	Epic	Suite		8.0	6.0		13.0				Greymoor	27.0
Solitude Chest of Drawers, Wide Noble	Epic	Suite		8.0	6.0		13.0				Greymoor	27.0
Solitude Counter, Rustic Bar	Fine	Dining					5.0				Greymoor	5.0
Solitude Counter, Rustic Bar Corner	Fine	Dining					5.0				Greymoor	5.0
Solitude Desk, Ornate	Epic	Library		8.0	6.0		13.0				Greymoor	27.0
Solitude Dinner Bowl, Hearty Stew	Superior	Hearth	5.0	8.0				5.0			Greymoor	18.0
Solitude Dinner Bowl, Vegetable Soup	Superior	Hearth		8.0			5.0	5.0			Greymoor	18.0
Solitude Display Shelf, Noble	Epic	Library		8.0	6.0		13.0				Greymoor	27.0
Solitude Display Shelf, Noble Filled	Epic	Library		6.0			13.0			10.0	Greymoor	29.0
Solitude Door, Arched Wooden	Epic	Structures				7.0	13.0	10.0			Stonethorn	30.0
Solitude Dresser, Rustic	Superior	Suite		5.0			9.0				Greymoor	14.0
Solitude Dresser, Rustic Shelves	Fine	Suite					5.0				Greymoor	5.0
Solitude Drinking Horn, Ivory	Superior	Hearth		7.0			6.0				Greymoor	13.0
Solitude Drying Rack, Stockfish	Superior	Hearth	5.0	8.0			5.0				Greymoor	18.0
Solitude Fireplace, Kitchen	Epic	Structures				13.0	7.0	10.0			Stonethorn	30.0
Solitude Fireplace, Ornate	Epic	Structures				13.0	7.0	10.0			Stonethorn	30.0
Solitude Foot Bridge, Wood-Planked	Superior	Structures					9.0	6.0			Stonethorn	15.0
Solitude Footstool, Wood	Fine	Workshop					5.0				Greymoor	5.0
Solitude Frying Pan, Long-Handled	Superior	Hearth	6.0					9.0			Greymoor	15.0
Solitude Frying Pan, Trivet	Superior	Hearth	6.0					9.0			Greymoor	15.0
Solitude Frying Pan, Wood Handle	Fine	Hearth					4.0	5.0			Greymoor	9.0
Solitude Game, Blood-on-the-Snow	Legendary	Parlor	13.0		9.0		15.0				Stonethorn	37.0
Solitude Game, Warrior and the Wolf	Epic	Parlor	9.0		6.0		13.0				Greymoor	28.0
Solitude Gate, Wood	Epic	Structures				7.0	13.0	10.0			Stonethorn	30.0
Solitude Goblet, Covered	Epic	Hearth		8.0	9.0			7.0			Greymoor	24.0
Solitude Goblet, Knotwork	Superior	Hearth		8.0	4.0			5.0			Greymoor	17.0
Solitude Goblet, Noble	Superior	Hearth		5.0	7.0			5.0			Greymoor	17.0
Solitude Gravy Boat, Metal	Superior	Hearth		5.0				9.0			Greymoor	14.0
Solitude Hammer, Simple	Fine	Workshop					4.0	5.0			Greymoor	9.0
Solitude Hand Mirror, Elegant	Superior	Suite			5.0			9.0			Greymoor	14.0
Solitude Hand Mirror, Ornate	Superior	Suite			5.0			9.0			Greymoor	14.0
Solitude Hand-Drill, Simple	Superior	Workshop					6.0	9.0			Greymoor	15.0
Solitude Hearth, Rounded Tall	Legendary	Structures	10.0			15.0	13.0	15.0			Flames of Ambition	53.0
Solitude Jewelry Box, Copper and Agate	Superior	Parlor			6.0	6.0					Greymoor	12.0
Solitude Jewelry Box, Wolf's-Head	Superior	Parlor			5.0		9.0				Greymoor	14.0
Solitude Lantern, Hanging	Epic	Lighting			6.0	10.0		13.0			Greymoor	29.0
Solitude Lantern, Table	Superior	Lighting		5.0				9.0			Greymoor	14.0
Solitude Loom, Warp-Weighted	Legendary	Workshop	10.0	10.0			15.0		15.0		Stonethorn	50.0
Solitude Meal, Rustic	Superior	Hearth		7.0				6.0			Greymoor	13.0
Solitude Melting Pot, Double Boiler	Superior	Hearth	6.0					9.0			Greymoor	15.0
Solitude Mirror, Noble Full-Length	Epic	Suite			7.0		13.0	7.0			Greymoor	27.0
Solitude Nightstand, Cabinet	Fine	Suite					5.0				Greymoor	5.0
Solitude Nightstand, Drawers	Fine	Suite					5.0				Greymoor	5.0
Solitude Nightstand, Noble	Superior	Suite		5.0	4.0		10.0				Greymoor	19.0
Solitude Nightstand, Noble Cabinet	Superior	Suite		5.0	4.0		10.0				Greymoor	19.0
Solitude Nightstand, Noble Drawers	Superior	Suite		5.0	4.0		10.0				Greymoor	19.0
Solitude Nightstand, Round	Fine	Suite					5.0				Greymoor	5.0
Solitude Nightstand, Rustic Shelves	Fine	Suite					5.0				Greymoor	5.0
Solitude Nightstand, Square	Fine	Suite					5.0				Greymoor	5.0
Solitude Patching Kit, Well-Worn	Superior	Workshop	6.0							9.0	Greymoor	15.0
Solitude Pew, Noble	Epic	Dining		8.0	6.0		13.0				Greymoor	27.0
Solitude Pew, Noble Long	Epic	Dining		8.0	6.0		13.0				Greymoor	27.0
Solitude Pew, Ornate	Epic	Dining		8.0	6.0		13.0				Greymoor	27.0
Solitude Pew, Ornate Long	Epic	Dining		8.0	6.0		13.0				Greymoor	27.0
Solitude Pew, Sturdy	Superior	Dining		5.0			9.0				Greymoor	14.0
Solitude Pew, Sturdy Long	Superior	Dining		5.0			9.0				Greymoor	14.0
Solitude Picnic Basket, Wicker	Superior	Hearth					9.0		6.0		Greymoor	15.0
Solitude Pillar Base, Wood	Superior	Structures				6.0	9.0				Stonethorn	15.0
Solitude Platform, Ornate Tile	Superior	Structures			5.0	9.0					Stonethorn	14.0
Solitude Platform, Square Wooden	Superior	Structures					9.0	6.0			Stonethorn	15.0
Solitude Platter, Ribs	Epic	Hearth	7.0	10.0			10.0				Greymoor	27.0
Solitude Post, Stone Wall	Superior	Structures				9.0		6.0			Stonethorn	15.0
Solitude Pot, Large Ceramic	Superior	Hearth		7.0		6.0					Greymoor	13.0
Solitude Pot, Narrow Metal	Superior	Hearth			5.0			9.0			Greymoor	14.0
Solitude Pot, Stout Metal	Superior	Hearth			5.0			9.0			Greymoor	14.0
Solitude Pot, Wide Metal	Superior	Hearth			5.0			9.0			Greymoor	14.0
Solitude Rain Barrel, Empty	Fine	Hearth					5.0	4.0			Greymoor	9.0
Solitude Rug, Cowhide	Superior	Parlor	6.0							9.0	Greymoor	15.0
Solitude Rug, Knotwork	Superior	Parlor	6.0						9.0		Greymoor	15.0
Solitude Rug, Plain	Fine	Parlor							5.0		Greymoor	5.0
Solitude Rug, Snow Bear	Superior	Parlor	6.0							9.0	Greymoor	15.0
Solitude Runner, Grand Wolf's-Head Border	Epic	Parlor	9.0	6.0					13.0		Greymoor	28.0
Solitude Sconce, Candle	Fine	Lighting		4.0		5.0					Greymoor	9.0
Solitude Sconce, Candle Embellished	Superior	Lighting				10.0		5.0			Greymoor	15.0
Solitude Sconce, Horn	Fine	Lighting		4.0				4.0			Greymoor	8.0
Solitude Sconce, Lantern	Epic	Lighting			6.0	10.0		13.0			Greymoor	29.0
Solitude Sconce, Torch	Superior	Lighting			4.0	5.0		10.0			Greymoor	19.0
Solitude Sconce, Wolf's-Head Lantern	Epic	Lighting			7.0	7.0		13.0			Greymoor	27.0
Solitude Sconce, Wrought Iron	Superior	Lighting		5.0	4.0			10.0			Greymoor	19.0
Solitude Scraper, Simple	Fine	Workshop					4.0	5.0			Greymoor	9.0
Solitude Serving Basket, Wicker	Superior	Hearth					9.0		6.0		Greymoor	15.0
Solitude Serving Bowl, Metal	Superior	Hearth			5.0			9.0			Greymoor	14.0
Solitude Serving Bowl, Verdigris	Superior	Hearth			6.0			6.0			Greymoor	12.0
Solitude Serving Bowl, Wood	Fine	Hearth		4.0			5.0				Greymoor	9.0
Solitude Serving Dish, Metal	Epic	Hearth		6.0	7.0			13.0			Greymoor	26.0
Solitude Serving Dish, Wood	Fine	Hearth		4.0			5.0				Greymoor	9.0
Solitude Serving Pot, Hearty Stew	Epic	Hearth	7.0	10.0				10.0			Greymoor	27.0
Solitude Serving Pot, Vegetable Soup	Epic	Hearth	7.0	10.0				10.0			Greymoor	27.0
Solitude Serving Tray, Wood	Superior	Hearth		5.0			9.0				Greymoor	14.0
Solitude Shed, Wood Lean-To	Fine	Structures					5.0				Stonethorn	5.0
Solitude Sideboard, Rustic	Fine	Dining					5.0				Greymoor	5.0
Solitude Skewer, Twisted Iron	Superior	Workshop					6.0	9.0			Greymoor	15.0
Solitude Smoking Rack, Fish	Legendary	Hearth	10.0	11.0			15.0	13.0			Stonethorn	49.0
Solitude Smoking Rack, Sausage	Epic	Hearth	7.0	10.0			10.0				Greymoor	27.0
Solitude Stairway, Stone	Fine	Structures				5.0					Stonethorn	5.0
Solitude Stall, Covered Merchant	Superior	Structures					6.0		9.0		Stonethorn	15.0
Solitude Stall, Merchant	Fine	Structures					5.0				Stonethorn	5.0
Solitude Stein, Rustic	Fine	Hearth		4.0			4.0				Greymoor	8.0
Solitude Streetlight, Paired	Epic	Lighting				13.0	7.0	10.0			Greymoor	30.0
Solitude Streetlight, Single	Epic	Lighting				13.0	7.0	10.0			Greymoor	30.0
Solitude Strongbox, Iron Bands	Epic	Suite				7.0	10.0	13.0			Greymoor	30.0
Solitude Strongbox, Iron Hunt Relief	Epic	Suite			6.0		13.0	10.0			Greymoor	29.0
Solitude Table, Circular Ornate	Epic	Dining		8.0	6.0		13.0				Greymoor	27.0
Solitude Table, Circular Ornate Small	Superior	Dining		5.0	4.0		10.0				Greymoor	19.0
Solitude Table, Grand Noble	Epic	Dining		8.0	6.0		13.0				Greymoor	27.0
Solitude Table, Round	Superior	Dining		5.0			9.0				Greymoor	14.0
Solitude Table, Round Small	Superior	Dining		5.0			9.0				Greymoor	14.0
Solitude Table, Rustic	Superior	Dining		5.0			9.0				Greymoor	14.0
Solitude Table, Rustic Large	Superior	Dining		5.0			9.0				Greymoor	14.0
Solitude Table, Square	Superior	Dining		5.0			9.0				Greymoor	14.0
Solitude Table, Square Low	Superior	Dining		5.0			9.0				Greymoor	14.0
Solitude Table, Square Ornate	Epic	Dining		8.0	6.0		13.0				Greymoor	27.0
Solitude Table, Square Ornate Low	Epic	Dining		8.0	6.0		13.0				Greymoor	27.0
Solitude Tent, Enclosed	Epic	Structures					10.0	7.0	13.0		Stonethorn	30.0
Solitude Tent, Open	Epic	Structures					10.0	7.0	13.0		Stonethorn	30.0
Solitude Travel Chest, Practical	Superior	Suite					9.0	6.0			Greymoor	15.0
Solitude Tray, Fresh Eel	Epic	Hearth		10.0			10.0		7.0		Greymoor	27.0
Solitude Tray, Stockfish	Superior	Hearth		7.0			6.0				Greymoor	13.0
Solitude Trestle, Ornate	Superior	Dining		5.0	4.0		10.0				Greymoor	19.0
Solitude Trestle, Ornate Large	Superior	Dining		5.0	4.0		10.0				Greymoor	19.0
Solitude Trough, Empty	Fine	Workshop					5.0				Greymoor	5.0
Solitude Trunk, Knotwork	Superior	Suite	6.0					9.0			Greymoor	15.0
Solitude Urn, Ceramic	Fine	Hearth		4.0		4.0					Greymoor	8.0
Solitude Vase, Large Sealed	Superior	Hearth		7.0		6.0					Greymoor	13.0
Solitude Wagon, Sturdy	Epic	Structures				7.0	13.0	10.0			Stonethorn	30.0
Solitude Walkway, Stone	Fine	Structures				5.0					Stonethorn	5.0
Solitude Wall Mirror, Noble	Epic	Suite			7.0		13.0	7.0			Greymoor	27.0
Solitude Wall Mirror, Ornate	Epic	Suite	7.0		7.0			13.0			Greymoor	27.0
Solitude Wall, Curved Stone	Superior	Structures				9.0		6.0			Stonethorn	15.0
Solitude Wall, Low Curved Stone	Fine	Structures				5.0					Stonethorn	5.0
Solitude Wall, Low Stone	Fine	Structures				5.0					Stonethorn	5.0
Solitude Wall, Stone	Fine	Structures				5.0					Stonethorn	5.0
Solitude Wardrobe, Noble	Epic	Suite		8.0	6.0		13.0				Greymoor	27.0
Solitude Wardrobe, Rustic	Superior	Suite		5.0			9.0				Greymoor	14.0
Solitude Wedge Pick, Simple	Fine	Workshop					4.0	5.0			Greymoor	9.0
Solitude Well, Covered	Superior	Structures				9.0	6.0				Stonethorn	15.0
Solitude Well, Noble	Legendary	Courtyard			8.0	15.0	15.0		13.0		Flames of Ambition	51.0
Solitude Wine Rack, Noble Full	Epic	Hearth	7.0	8.0			13.0				Greymoor	28.0
Solitude Yarn Rack, Colorful	Legendary	Workshop	10.0	10.0			15.0		15.0		Flames of Ambition	50.0
Stockade	Epic	Undercroft	7.0				11.0	8.0			Homestead	26.0
Sugar Pumpkin, Wax	Fine	Hearth		3.0							Homestead	3.0
Sweetroll	Epic	Hearth	7.0	10.0		7.0					Homestead	24.0
Table, Blackmarrow Slab	Epic	Undercroft	6.0			11.0		8.0			Dragon Bones	25.0
Tangerines, Bunch	Superior	Hearth	6.0	8.0							Homestead	14.0
Target Centurion, Dwarf-Brass	Legendary	Services						13.0			Morrowind / Clockwork	13.0
Target Centurion, Robust Refabricated	Legendary	Services						15.0			Morrowind / Clockwork	15.0
Target Skeleton, Humanoid	Legendary	Workshop	13.0	11.0		15.0					Homestead	39.0
